,県名,料理名,説明
390,神奈川県,割り干し大根のはりはり漬け,三浦半島の先端に位置する三浦市に伝わる郷土料理。地域の特産品である大根を、切り...
391,神奈川県,のらぼう菜のおひたし,川崎市多摩区菅地区で約800年も前から栽培されてきたといわれる伝統野菜、のらぼう...
392,神奈川県,サンマーメン,もやし、白菜、豚肉などを入れた野菜炒めにスープを入れ、とろみをつけてラーメンに...
393,神奈川県,牛鍋,味噌や醤油を使ったたれで牛肉を煮込んだ、横浜市発祥の鍋料理。すき焼きに似ているが...
394,神奈川県,石垣団子,相模原地域に伝わる郷土料理で、こねた地粉にさつまいもを入れてふかしたまんじゅう...
395,神奈川県,小田原かまぼこ,味付けしてよく練った魚のすり身を木の板に盛り付けて蒸しあげたもので、小田原市の...
396,神奈川県,奈良茶飯,米に栗、大豆、小豆、アワなどを入れ、お茶で炊いた炊き込みご飯。もともとは奈良の...
397,神奈川県,田にしの味噌煮,東京の奥座敷として知られる温泉郷・飯山の郷土料理で、甘辛い味噌で田にしを煮込ん...
398,神奈川県,シューマイ,横浜市はシューマイの消費額日本一の都市である。全国におけるシューマイ（冷凍食品...
399,神奈川県,茹で落花生,落花生を殻付きのまま塩ゆでしたもの。日本で最初に落花生が栽培されたのは神奈川県...
400,新潟県,のっぺ,「のっぺ」は、新潟の代表的な家庭料理であり、日本全国いたるところにある郷土料...
401,新潟県,いごねり,「いごねり」は、日本海でとれるいご草を使ってつくる佐渡を代表する郷土料理。秋...
402,新潟県,しょうゆおこわ,長岡市に伝わる「しょうゆおこわ」は、醤油で色付けしたおこわのこと。ふっくらと...
403,新潟県,笹団子,新潟の名産品として知られる「笹団子」は、笹の葉に包んでスゲなどの紐で結んだ俵...
404,新潟県,きりざい,「きりざい」は、納豆に刻んだ野菜を混ぜ合わせた魚沼地方に伝わる郷土料理。きり...
405,新潟県,笹寿司,「笹寿司」は、北信越地方に伝わる郷土料理で、新潟県では、上越地方を中心に食べ...
406,新潟県,鮭の焼漬け,サケが遡上する三面川が流れる村上市は「鮭のまち」として知られており、秋になる...
407,新潟県,ぜんまいの煮物,山間部は、春になると山菜がたくさんとれる。ぜんまいもその中の一つで、春先にと...
408,新潟県,かきあえなます,「かきあえなます」は、赤紫色の食用菊を使った郷土料理。菊の花を食べる習慣は新...
409,新潟県,かんずり,新潟県妙高市（旧新井市）に伝わる伝統の発酵調味料の「かんずり」は、一年で一番...
410,新潟県,車麩の煮物,麩は、グルテンを主な原料とした加工食品で、小麦粉を水で練ってつくられる。室町...
411,新潟県,煮菜,「煮菜」は、塩漬けにした菜っ葉を煮た郷土料理で、新潟県ではごく一般的な家庭料...
412,新潟県,干し大根漬け,雪の多い新潟県では、冬を越すための保存食としてつくられていた「干し大根漬け」...
413,新潟県,けんさん焼き,「けんさん焼き」は、おにぎりの上にしょうが味噌や甘味噌などをぬって焼いた郷土...
414,新潟県,佐渡の煮しめ,焼きあごで出汁をとり、野菜や昆布、焼き豆腐といった食材を、時間をかけてじっく...
415,新潟県,三角ちまき,新潟県には、全国的にめずらしいシンプルで素朴な味わいがする「三角ちまき」があ...
416,新潟県,ずいきの酢漬け,「ずいき」は、里芋の一種の「八つ頭」の葉柄のこと。夏の野菜として、全国的に広...
417,新潟県,タレかつ丼,「タレかつ丼」は、ごはんの上に揚げたての薄めのとんかつを甘辛い醤油だれにくぐ...
418,新潟県,くじら汁,「くじら汁」は、塩漬けにしたクジラの皮の脂身を野菜と一緒に味噌で煮た郷土料理...
419,新潟県,なまぐさこうこ,近年獲れる量が少なくなってきたイワシだが、昔は日本海沿岸部で4月5月になると大...
420,新潟県,冷やし汁みそ仕立て,「冷やし汁みそ仕立て」は、出汁と味噌で味付けした冷たい汁物で、主に夏に食べる...
421,新潟県,ふぐの子の粕漬け,日本海では、6月から7月にかけて「ゴマフグ」が獲れる。その卵巣を2年以上塩蔵した...
422,新潟県,ふかしなす,なすの消費量日本一の県である新潟県には「ふかしなす」という郷土料理がある。地...
423,新潟県,へぎそば,「へぎそば」とは、つなぎに布海苔（ふのり）という海藻を使った蕎麦をヘギといわ...
424,新潟県,身欠きにしんの糀漬け,北前船が運んだ物の中でも、大きな位置を占めたのが北海道のニシン。ニシンは、生...
425,新潟県,あんぼ,「あんぼ」とは、練ってつくった皮にあんや野菜などでつくった具を包んで蒸したお...
426,新潟県,竹の子汁,新潟県の山深い地域では、5月下旬から7月初旬にかけて「姫たけのこ」と呼ばれる千...
427,新潟県,いもみそ,阿賀野川と早出川が流れる五泉市は、肥沃でありながらも水はけのよい土壌と豊かな...
428,新潟県,飯ずし,村上市に古くから伝わる「飯ずし」は、なれずし（熟寿司）の一種で、保存食として...
429,新潟県,赤かぶ漬け,山形県との県境に位置する村上市山北地区では、8月の中旬頃に焼畑が行われ、そこに...
430,富山県,ほたるいかの酢味噌和え,「ほたるいかの酢味噌和え」は富山の春を代表する料理。ホタルイカは水深の深いとこ...
431,富山県,たら汁,富山県の東端にある朝日町は、山側に北アルプス、日本海側にはヒスイの原石が採れる...
432,富山県,酢ずき,ずいきと呼ばれる里芋の葉柄（茎と葉の間の部分）を酢漬けにした料理。すっきりとした...
433,富山県,ぶり大根,晩秋から初冬にかけて、猛烈な風が吹き荒れ雷が激しく鳴り響く天候を富山では...
434,富山県,かぶらずし,「かぶらずし」は、塩漬けにしたかぶに切り込みを入れブリなどを挟み、糀を使いじっ...
435,富山県,いとこ煮／にざい,浄土真宗の信仰文化が強く根付き、真宗王国とも呼ばれる富山県。開祖・親鸞聖人の命日...
436,富山県,とろろ昆布のおにぎり,おにぎりといえば海苔ではなくとろろ昆布を巻くのが富山県民の定番で、とろろ昆布を...
437,富山県,おせずし,ます寿司や笹寿司など、押し寿司のバリエーションに富んでいる富山県。「押しずし」が...
438,富山県,白えびのかき揚げ,特徴的な地形と、異なる性質の海水が重なる水産資源豊富な富山湾。深海に生息する...
439,富山県,昆布巻き,江戸時代、日本海を往来する北前船により北海道からたくさんの昆布が運ばれていた...
440,富山県,黒豆おこわ／みたま,富山県の東部地域で主に食べられている「黒豆おこわ」。別名、「みたま」や...
441,富山県,昆布〆,昆布で新鮮な刺身を挟んだ「昆布〆」は、江戸時代、北前船が運んできた北海道の昆布と...
442,富山県,黒づくり,スルメイカの身を細かく切り、イカスミとともに熟成させた塩辛の一種。黒く光る独特...
443,富山県,よごし／ごま味噌和え,富山県西部に位置する砺波平野を中心とした地域で、日常的に食されている一品。...
444,富山県,おすわい／すばい,「お酢和え」が訛って「おすわい」と呼ばれるようになり、多くの富山県民が子どもの頃...
445,富山県,ばいの煮もの,富山湾の深海に生息している巻貝の一種バイ貝。富山県では普段から食べられている馴...
446,富山県,焼き付け,もち粉に風味のいいよもぎを合わせてこねて焼き上げる「焼き付け」は、昭和初期の食糧難...
447,富山県,ぶりしゃぶ,天然のいけすといわれる富山湾で冬に捕れる寒ブリは平成8年に「富山県のさかな」に...
448,富山県,いかと里芋の煮もの,時季によって種類は異なるが富山では一年中イカがとれるためイカ料理のバリエーショ...
449,富山県,ます寿司,薄紅色のますが酢飯にのった押し寿司「ます寿司」は、富山で最も有名といえる郷土料...
450,富山県,たけのこの味噌煮,昆布のうま味が生かされた味噌仕立ての「たけのこの味噌煮」は春の訪れを感じさせる...
451,富山県,報恩講料理,真宗王国といわれるほど浄土真宗が盛んな富山県。浄土真宗の開祖・親鸞聖人の命日には...
452,富山県,雑煮,全国津々浦々さまざまな雑煮が存在しているが、富山県の中でも食される雑煮はエリア...
453,富山県,みょうが寿司,富山市の南東部（旧大山町）、小佐波地区で採れるミョウガは小佐波みょうがと呼ばれ...
454,富山県,白えび素干だしのそうめん,富山湾の宝石といわれるシロエビ。今でこそ刺身や寿司、かき揚げなどいろいろな調理...
455,富山県,すり身揚げ,富山湾には500種類もの魚介類が生息しており、海の幸が四季を通して水揚げされている...
456,富山県,げんげの味噌汁,体長は約20センチで細長く、白く透明感のある全身が分厚いゼラチン質で覆われている...
457,富山県,三日の団子汁,米どころの富山県では、行事や人生の節目節目に必ずと言っていいほど餅を使った料理...
458,富山県,つぼ煮,立山町の芦峅寺エリアは、日本三大霊山のひとつ立山連邦の玄関口にあたり、江戸時代に...
459,富山県,べっこう／えべす,溶き卵を流し入れた醤油風味の寒天寄せ「べっこう」は、口当たりがよく美しい見た目で...
460,石川県,ぶり大根,石川県の伝統食材を語るうえで欠かせないのが、ブリである。初冬、「ぶりおこし」と...
461,石川県,あいまぜ,三方を海に囲まれた能登半島。赤土に代表される粘りの強い土壌によって、栽培される...
462,石川県,なすそうめん,かつて、そうめんの産地として知られていた石川県。一大産地だった奥能登の輪島市で...
463,石川県,にしんの昆布まき,日本海に突き出た能登半島は、古くから海運の要衝を担っており、地域外との交易や文...
464,石川県,じぶ煮,「じぶ煮」は、石川県を代表とする煮物。鴨肉やすだれ麩、季節の野菜などを煮て食す...
465,石川県,きしず,加賀市の大聖寺町は、かつて白山五院（白山寺の末寺のこと）の一つ大聖寺の門前町と...
466,石川県,さわらの昆布じめ,サワラの刺身を昆布でしめたもの。サワラというと、西京焼きなどに使われる「鰆（さ...
467,石川県,なまこの酢の物,能登半島の冬の味覚として定着する、なまこ。能登のなまこの歴史は、8世紀ごろまで...
468,石川県,五色生菓子,石川県は古来より餅を食べる文化が根づいている土地である。たとえば、能登に伝わる...
469,石川県,たけのこ昆布,かつて城下町として栄えた歴史都市金沢市の近郊の山は、現在、たけのこの産地として...
470,石川県,加賀太きゅうりのあんかけ,かつて城下町として栄えた金沢市では、藩政時代から特産野菜が継承されてきた。これ...
471,石川県,すいぜん,「すいぜん」は、輪島に古くから伝わる郷土料理の一つ。てんぐさを煮て米粉を入れ、...
472,石川県,めった汁,「めった汁」とは、さつまいもや大根、人参といった根菜類を使った具だくさんの豚汁...
473,石川県,みたま,「みたま」とは、黒豆（黒大豆）ともち米を蒸した黒豆のおこわのことをいう。地域や...
474,石川県,さざえめし／さざえべし,輪島市の輪島港から北へ約50km。日本海上に浮かぶ離島、舳倉島（へぐらじま）で...
475,石川県,いさざの卵とじ,能登半島の中央に位置する穴水町。このまちの珍味として親しまれている食材が、イサ...
476,石川県,べか鍋,降雪はあるものの冬の気温は適度に低く、夏は高温多湿になる石川県。独特の気候風土...
477,石川県,いとこ汁,石川県では、秋の伝統行事の一つに「報恩講（ほうおんこう）」がある。これは、浄土...
478,石川県,メギスのだんご汁,メギスは、日本海、太平洋沿岸に分布する20cm程度の細長い魚。キスに似た見た目...
479,石川県,鯛の唐蒸し,尾頭つきのタイを背開きにし、人参、ごぼう、きくらげなどを入れて煮た五目おからを...
480,石川県,なすのオランダ煮,金沢市では、地元で伝統的に栽培されてきた野菜を「加賀野菜」としてブランディング...
481,石川県,たらの子つけ,タラは石川県では欠かせない冬の味覚の一つ。県内で食べられているタラは、スケトウ...
482,石川県,真子の煮つけ,石川県で「タラ」といえば、スケトウダラではなくマダラのことを指すのが一般的であ...
483,石川県,押しずし,石川県では祭りや祝いごとのハレの日に「押しずし」が食べられる。金沢市では、酢で...
484,石川県,かぶらずし,塩漬けしたかぶらに塩漬けしたブリを挟んだ、石川県を代表する伝統的発酵食品。従来...
485,石川県,大根ずし,「かぶらずし」と並ぶ、加賀を代表する伝統的発酵食品。身欠ニシンと大根を、米と麹...
486,石川県,ひねずし,「ひねずし」は、塩漬けした魚を米とともに漬け込み熟成させた発酵食品。輪島市、穴...
487,石川県,いしる鍋,「いしる」とは、能登地方に伝わる魚醤のこと。「魚汁（うおしる）」が訛ったものと...
488,石川県,えびす / べろべろ,「えびす」は、とき卵の寒天寄せ。祭りや祝いごとに欠かせない行事食である。江戸時...
489,石川県,はす蒸し,金沢市が認定するブランド野菜に「加賀野菜」がある。このブランド名が本格的に使用...
490,福井県,へしこ,若狭地域や越前海岸沿岸の伝統料理で、魚の内臓をとりだして塩漬けし、さらに糠漬...
491,福井県,なまぐさ汁,若狭湾での中心地だった小浜市は、”背負い”と呼ばれる京都まで魚を徒歩で運ぶ”鯖街...
492,福井県,さばぬた,若狭湾での中心地だった小浜は、「背負い」と呼ばれる京都まで魚を徒歩で運ぶ「鯖...
493,福井県,丸焼き鯖,若狭地域は、古くは飛鳥・奈良時代から、都の朝廷に食材を納めることを認められた...
494,福井県,ほんこさん／報恩講料理,福井県では昔から仏教、特に浄土真宗の信仰に熱心で、開祖・親鸞聖人の祥月命日(旧...
495,福井県,呉汁,開祖・親鸞の祥月命日（旧暦11月28日、新暦1月16日）の前後、秋から新年にかけてお...
496,福井県,厚揚げの煮たの,開祖・親鸞の祥月命日（旧暦11月28日、新暦1月16日）の前後、秋から新年にかけてお...
497,福井県,麩の辛し和え,開祖・親鸞の祥月命日（旧暦11月28日、新暦1月16日）の前後、秋から新年にかけてお...
498,福井県,すこ,開祖・親鸞の祥月命日（旧暦11月28日、新暦1月16日）の前後、秋から新年にかけてお...
499,福井県,古たくあんの煮物,福井県の代表的な郷土食として、昔から親しまれている。南越前町河野地区（旧河野...
500,福井県,昆布巻き／棒巻き,江戸時代中期（18世紀中頃）から明治30年代にかけて、北海道から福井各地を寄港し...
501,福井県,里芋のころ煮,開祖・親鸞の祥月命日（旧暦11月28日、新暦1月16日）の前後、秋から新年にかけてお...
502,福井県,長寿なます,「長寿なます」は、名前の通り食べると長生きするとされ、お正月には欠かせない。...
503,福井県,ごんざ／ごんじなます,「ごんざ」とは、打ち豆と大根の煮物である。「ごんざぶろう」という人がつくった...
504,福井県,にしんすし,江戸時代中期（18世紀中頃）から明治30年代にかけて、北海道から大阪まで日本海を...
505,福井県,葉ずし,「葉ずし」とはアブラギリ（油桐）というトウダイグサ科の落葉高木の葉で包んだ「...
506,福井県,葉っぱずし,「葉っぱずし」はアブラギリ（油桐）というトウダイグサ科の落葉高木の葉で酢飯と...
507,福井県,ほうばめし,福井県では昔、集落の田植えが終わると”さつきあげ”というお祝いをした。その時の...
508,福井県,おろしそば,平均寿命が全国でもトップクラスの福井県で、最もよく食べられているそばは「おろ...
509,福井県,雑煮,餅は日本人にとって祝い事に欠かせない縁起の良い食べ物である。新年を迎えるにあ...
510,福井県,はまなみそ,「はまなみそ」は冬限定の郷土料理である。米麹から甘酒をつくり、そこへ豆麹や醤...
511,福井県,ぼっかけ,「ぼっかけ」とは、福井県で100年以上前（大正初期）から食べられている郷土料理で...
512,福井県,茶飯,「茶飯」は奈良の東大寺、興福寺などではじめられた「奈良茶飯」が由来とされ、そ...
513,福井県,赤かぶらの酢漬け,福井県で有名な赤かぶら（赤かぶ）は、800年以上前より福井市美山地域の河内集落で...
514,福井県,せいげ,「せいげ（せえげ）」とは、福井県の冬の味覚である越前ガニのなかでも、せいこが...
515,福井県,とびつき団子,「とびつき団子」は、昔はお盆のお供えとしてどの家庭でも必ずつくられていた伝統...
516,福井県,でっち羊かん,「でっち羊かん」は、福井県の庶民の日常の味として親しまれる水羊かんで、福井県...
517,福井県,柏餅,田植えが無事に終わったことを祝う子どもたちが主役の祭りを「田の神祭り」という...
518,福井県,おつぼ,開祖・親鸞聖人の祥月命日（旧暦11月28日、新暦1月16日）の前後、秋から新年にかけ...
519,山梨県,ほうとう,「ほうとう」とは小麦粉を練り、平らに切った「ほうとうめん」を、たっぷりの具材...
520,山梨県,せいだのたまじ,「せいだのたまじ」とは、上野原市にある棡原（ゆずりはら）地域に古くから伝承さ...
521,山梨県,みみ,「みみ」とは主に富士川町十谷地域で、小麦粉をこねてのばし一口大に切った正方形...
522,山梨県,甘納豆のお赤飯,「甘納豆のお赤飯」とはその名のとおり、甘納豆を入れて炊いた赤飯である。味は甘...
523,山梨県,あわびの煮貝,「あわびの煮貝」とは山梨県の名産品であるが、四方八方を山に囲まれ海に面してい...
524,山梨県,鳥もつ煮,「鳥もつ煮」とは鳥のレバー、砂肝、はつ、きんかん、ひもなどを甘い醤油のたれで...
525,山梨県,めまき,「めまき」とは魚をアラメ(昆布の仲間)で巻いて、醤油や砂糖などでじっくりと煮込...
526,山梨県,小豆ほうとう,「ほうとう」の起源である餺飥は、平安時代には小豆の汁で食べられていたことが貴...
527,山梨県,おざら,山梨県で有名な郷土料理として「ほうとう」が挙げられるが、盆地の影響により冬は...
528,山梨県,甲州小梅漬,「甲州小梅漬」は山梨県の特産である甲州小梅を、まだ青い時期に収穫して、5月末に...
529,山梨県,枯露柿,甲州市や南アルプス市などでよくつくられる「枯露（ころ）柿」は、大きめの品種の...
530,山梨県,吉田のうどん,「吉田のうどん」はびっくりするような歯ごたえとコシ、太さのある小麦粉の麺を、...
531,山梨県,さんまめし,海のない山梨県でも秋になると質の良い新鮮なサンマが出回る。その旬のサンマと新...
532,山梨県,やこめ,稲作農家にとって、立春の頃の苗代の種まきは、「水口祭り」と呼ばれ、1年のうちで...
533,山梨県,あけぼの大豆の枝豆,「あけぼの大豆」は身延町曙地域などで明治時代から栽培されており、通常の大豆よ...
534,山梨県,あんびん,「あんびん」は峡南地域の特産として、さつまいもの粉や小麦粉、角切りのさつまい...
535,山梨県,いもがら入り太巻き寿司,山梨県内各地で日常的によく食べられている「いもがら」は、八つ頭や赤芽芋などの...
536,山梨県,うすやき,県土の約8割を森林が占めるという山梨県では、稲作のような広大な土地の利用が難し...
537,山梨県,おしゃかこごり,「おしゃかこごり」とは、4月8日の釈迦の誕生日を祝う「灌仏会」（花祭り）の行事...
538,山梨県,おばく,「おばく（お麦・御麦）」は、大麦の皮を剥いた丸麦を一晩水に浸し、じゃがいも、...
539,山梨県,うらじろまんじゅう,「うらじろまんじゅう」とは、日当たりの良い山地に生息するキク科ヤマボクチ属の...
540,山梨県,かつ丼,山梨で「かつ丼」を注文すると、ご飯の上に千切りのキャベツがのり、その上に揚げ...
541,山梨県,茂倉瓜の冷や汁,「茂倉瓜の冷や汁」とは、標高800mの南アルプスの麓にある早川町茂倉地域で、130...
542,山梨県,じゃがいもとひじきの煮物,富士山信仰で訪れる信者に対して、宿を提供し、もてなす役目の御師が、富士山山開...
543,山梨県,月の雫,「月の雫」とは、山梨県のぶどうを代表する品種「甲州ぶどう」の粒に、砂糖を練り...
544,山梨県,馬刺し,山梨は甲斐国と呼ばれていた律令制の時代から貢馬の国として知られ、「甲斐の黒駒...
545,山梨県,夕顔のみそ汁,夕顔は富士北麓地域の夏の風物詩で「夕顔のみそ汁」が頻繁に食卓に上がる。一般的...
546,山梨県,生湯葉,「生湯葉」は大豆を煮て粉砕し、布でしぼってつくった豆乳を煮立て、その表面にで...
547,山梨県,しょうゆの実,「しょうゆの実」とは芦安（あしやす）地域で古くから伝わる大豆と麹を発酵させて...
548,山梨県,いのぶた鍋,山梨県は8割を森林が占め、狩猟によりジビエ料理なども食べられてきた。特に笛吹川...
549,長野県,いもなます,「いもなます」は、飯山市周辺に伝わるじゃがいもを使った郷土料理。「なます」は...
550,長野県,鯉こく,長野県東部に位置する佐久市は、二毛作の難しい佐久平で、水田を利用したコイの養...
551,長野県,塩いかの酢の物,長野県は海から遠いため、海産物は水揚げされた地域で加工され、「塩の道」を通っ...
552,長野県,手打ちそば,長野県といえば「信州そば」というほど、そばは代表的な郷土料理。冷涼な気候で、...
553,長野県,こねつけ,戦国武将、真田幸村が出陣前に腹ごしらえのために食したとされる「こねつけ」。こ...
554,長野県,たけのこ汁,「たけのこ汁」は、根曲がり竹を使った味噌汁で、北信地域と新潟県上越地域で食べ...
555,長野県,天寄せ,諏訪地域の寒天製造業は、低温な気候と安定した天気に恵まれ、他の地域よりも長く...
556,長野県,にらせんべい,山に囲まれた北信地域の山間部は、急傾斜の畑が多く、水田はわずかで、米の代わり...
557,長野県,のたもち,「のたもち」は、諏訪地域と上伊那地域で食べられている郷土料理。のた餅の「のた...
558,長野県,やたら,「やたら」とは、野菜や漬物を細かく刻んで混ぜ合わせたもので、夏野菜のふりかけ...
559,長野県,えごの酢味噌あえ,「えご」は「エゴ草」という海藻を煮溶かして固めたもので、新潟県などにも伝わる...
560,長野県,おしぼりうどん,埴科郡坂城町周辺に伝わる「おしぼりうどん」は、辛味大根をすりおろして、おろし...
561,長野県,具だくさん味噌汁,「具だくさん味噌汁」は、旬の野菜、肉、魚などがたくさん入った具だくさんの汁物...
562,長野県,鮭の粕煮,日本では、新年に歳神様を迎える準備として、大晦日に歳取りのごちそうをつくる風...
563,長野県,凍み大根のお田植えの煮物,「凍み大根」は、冬の寒さを利用してつくる保存食のひとつで、大根を野外の寒風に...
564,長野県,しょうゆ豆／しょうゆの実,「しょうゆ豆」は、「しょうゆの実」とも呼ばれ、北信・中信地域に伝わっている蒸...
565,長野県,半ごろし,「半ごろし」とは、長野県では「ぼたもち」「おはぎ」のことをいい、炊いたもち米...
566,長野県,ひたし豆,北部の西山地域の土壌は、大豆の生産に向いていることで、以前から麦類や豆類の栽...
567,長野県,干しかぼちゃのえごま和え,「谷の都」とも言われる鬼無里（きなさ）地域には、野菜を干して保存する食文化が...
568,長野県,たなばたほうとう,西に北アルプス、東に美ヶ原高原が望める松本市は、長野県のほぼ真ん中に位置する...
569,長野県,すんき漬け,山深い木曽地域は古くから独自の食文化が根付いており、そのひとつに赤かぶの葉を...
570,長野県,五平餅,五平餅は、半搗き（はんつき）にしたうるち米を串に刺し、味噌や醤油ベースのタレ...
571,長野県,おやき,「おやき」は、小麦粉と蕎麦粉を水または湯で溶いて練り、薄くのばした皮にあんや...
572,長野県,野沢菜漬,寒さが厳しい県内は、冬になると田畑から青ものはひとつもとれなくなるため、晩秋...
573,長野県,ほう葉巻,「ほう葉巻き」は、米の粉に熱湯を入れてよくこね、中にあんを入れて、ほうの葉で...
574,長野県,小鮒の甘露煮,県の東部に位置する佐久市は、群馬県との境に位置し、田んぼで淡水魚のフナやコイ...
575,長野県,笹ずし,「笹ずし」は、笹の上に酢飯を敷いてその上に具材をのせたもので、飯山市及び新潟...
576,長野県,やしょうま,北部を中心とする地域では、2月15日は釈迦の亡くなった涅槃会（ねはんえ）の日とし...
577,長野県,いなごの佃煮,南信地域の伊那谷には、古くから昆虫食文化が根付いており、いなご、蜂の子、かい...
578,岐阜県,朴葉ずし,朴の木の葉で酢飯を包んだ初夏の風物詩的な料理で、田植えなど農休みの御馳走として...
579,岐阜県,鶏ちゃん,地域や家庭によって味付けはさまざまだが、鶏肉と野菜に特製のたれを絡めて炒めたもの...
580,岐阜県,からすみ,江戸末期ごろ、東濃地域で桃の節句に作られるようになったと伝えられている「からすみ」...
581,岐阜県,鮎ぞうすい,素焼きでこんがりと香ばしく焼かれた鮎をご飯とだしでさっと煮た「鮎ぞうすい」。昔は...
582,岐阜県,へぼ飯,へぼ（クロスズメバチ、地蜂とも呼ぶ、地中の中に巣をつくる体長2センチほどの蜂）の...
583,岐阜県,みょうがぼち,「みょうがぼち」は、そら豆で作ったあんを小麦粉で作った皮でくるみ、みょうがの葉で...
584,岐阜県,鮎なれずし,鮎の保存食として作られてきた「鮎なれずし」は、塩漬けした鮎の腹に、炊き立ての...
585,岐阜県,五平餅,米をつぶしたものを串に巻きつけ、たれをつけて焼いた郷土料理。主に、長野県の木曽...
